autores,year,description,section,source
Duverger,1954,"Las partes deben adoptar características del modelo socialista/de partidos masivos o perecerán (""contagio de la izquierda"").",Katz R.S.; Mair P. (1995)_Introduction and The Mass Party and the Catch-All Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Kirchheimer,1966,"El surgimiento del ""partido atrapalotodo"" desafía la noción del partido como representante de sectores sociales predefinidos.",Katz R.S.; Mair P. (1995)_Introduction and The Mass Party and the Catch-All Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Fiorina,1981,"El control popular en democracia se ejerce retrospectivamente, basado en la experiencia y el registro, no prospectivamente.",Katz R.S.; Mair P. (1995)_Introduction and The Mass Party and the Catch-All Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Rose y McAllister,1986,"El comportamiento electoral se basa en la elección, no en predisposiciones sociales.",Katz R.S.; Mair P. (1995)_Introduction and The Mass Party and the Catch-All Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Pizzorno,1981,Los esfuerzos para explicar la supervivencia de los partidos ante el cambio en su vínculo con la sociedad civil.,Katz R.S.; Mair P. (1995)_Introduction and The Mass Party and the Catch-All Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"La literatura sobre partidos políticos ha enfatizado su clasificación según su relación con la sociedad civil, pero esto ha llevado a dos implicaciones problemáticas: la idealización del partido de masas como modelo estándar y la subestimación del papel del Estado en la diferenciación partidista. El partido de masas está ligado a una concepción de democracia y estructura social ya desfasada en las sociedades posindustriales. Además, este modelo supone un desarrollo lineal de los partidos, ignorando procesos dialécticos donde cada nuevo tipo de partido genera reacciones que estimulan más evolución. La simbiosis creciente entre partidos y Estado ha dado lugar al ""partido cartel"", que implica una nueva concepción de democracia y estimula futuras transformaciones. El modelo de partido de masas asume que la democracia requiere grupos sociales bien definidos y participación popular directa en la formulación de programas partidistas, pero este enfoque ha sido desafiado por el debilitamiento de identidades colectivas, el crecimiento del Estado de bienestar y el impacto de los medios de comunicación. La evolución hacia partidos ""atrapalotodo"" refleja un cambio hacia elecciones centradas en líderes más que en programas, con un control popular ejercido retrospectivamente. La literatura sobre el ""declive del partido"" surge de evaluar a los partidos solo por su vínculo con la sociedad civil, ignorando su relación con el Estado, clave para entender su supervivencia y evolución.",Katz R.S.; Mair P. (1995)_Introduction and The Mass Party and the Catch-All Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Lawson y Merkl,1988,"Los ciudadanos prefieren invertir sus esfuerzos en grupos locales o de un solo tema, más atractivos que los partidos jerárquicos tradicionales, debido a la posibilidad de un rol más activo y un mayor impacto.",Katz R.S.; Mair P. (1995)_Parties and the State and The Emergence of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Dalton y Kuechler,1990,"Los grupos de un solo tema y el ámbito local son más atractivos para los ciudadanos que los partidos políticos tradicionales, debido a su mayor capacidad de influencia y alineación con preocupaciones específicas.",Katz R.S.; Mair P. (1995)_Parties and the State and The Emergence of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Katz y Mair,1992,Las subvenciones estatales a los partidos políticos constituyen uno de los principales recursos financieros y materiales para sus actividades parlamentarias y sociales.,Katz R.S.; Mair P. (1995)_Parties and the State and The Emergence of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Mair,1994,"El crecimiento de las subvenciones estatales representa un cambio significativo en el entorno de los partidos, facilitando su supervivencia y resistencia a desafíos externos.",Katz R.S.; Mair P. (1995)_Parties and the State and The Emergence of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"Los partidos políticos enfrentan una disminución en la participación ciudadana, lo que los lleva a depender más de recursos estatales como subvenciones y acceso a medios regulados. Esto ha transformado su naturaleza, acercándolos a agencias semi-estatales y fomentando la formación de un ""cartel"" donde los partidos comparten recursos para garantizar su supervivencia colectiva. Este fenómeno es más evidente en países con tradición de cooperación interpartidista y apoyo estatal amplio, como Austria o Alemania, mientras que en contextos como el Reino Unido, con menor apoyo estatal y tradición adversarial, es menos desarrollado.",Katz R.S.; Mair P. (1995)_Parties and the State and The Emergence of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Burke,siglo XIX,"Los partidos políticos son grupos de hombres que buscan el interés público o, en una interpretación menos caritativa, su interés privado.",Katz R.S.; Mair P. (1995)_Stages of Party Development ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Einhorn y Logue,1988,"La mejora de las condiciones sociales, la movilidad y los medios de comunicación redujeron la distinción de las experiencias de las circunscripciones sociales bien definidas.",Katz R.S.; Mair P. (1995)_Stages of Party Development ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Kirchheimer,1966,"El partido Catch-All adopta una estrategia ofensiva, intercambiando efectividad en profundidad por una audiencia más amplia y éxito electoral inmediato.",Katz R.S.; Mair P. (1995)_Stages of Party Development ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Castles,1982,"Aunque hay diferencias entre partidos en su receptividad a grupos específicos, la mayoría de los grupos pueden trabajar cooperativamente con cualquier partido en el poder.",Katz R.S.; Mair P. (1995)_Stages of Party Development ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Truman,1951,"La democracia se basa en la negociación y acomodación de intereses organizados independientemente, donde los partidos facilitan compromisos.",Katz R.S.; Mair P. (1995)_Stages of Party Development ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Dahl,1956,"La democracia pluralista implica la construcción de coaliciones cambiantes entre intereses organizados, con partidos abiertos a cada interés.",Katz R.S.; Mair P. (1995)_Stages of Party Development ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Michels,1962 [1911],"Los partidos de masas, aunque ideológicamente democráticos, están dominados por su liderazgo, lo que en el modelo Catch-All se convierte en una virtud en lugar de un vicio.",Katz R.S.; Mair P. (1995)_Stages of Party Development ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Downs,1957,"Los partidos actúan como corredores y pueden extraer una ""comisión"" por sus servicios, incluyendo recompensas materiales y deferencia a preferencias políticas.",Katz R.S.; Mair P. (1995)_Stages of Party Development ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Epstein,1986,"Los partidos pueden usar el poder del estado para proteger sus propios intereses, similar a empresas reguladas.",Katz R.S.; Mair P. (1995)_Stages of Party Development ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"El texto analiza la evolución de los partidos políticos desde el siglo XIX hasta la actualidad, destacando cuatro etapas principales: el régimen liberal censitario, el partido de masas, el partido Catch-All y la posible integración de los partidos en el aparato estatal. Inicialmente, los partidos eran comités de élites interconectadas con el estado y la sociedad civil. Con la industrialización y el sufragio ampliado, surgió el partido de masas, que representaba segmentos específicos de la sociedad y enfatizaba la disciplina y la cohesión. Posteriormente, los partidos tradicionales y los de masas convergieron en el modelo Catch-All, que busca atraer a un electorado más amplio y reduce el distintivo ideológico. Finalmente, se sugiere que los partidos pueden estar evolucionando hacia una integración más profunda con el estado, actuando como corredores entre la sociedad civil y el gobierno, y posiblemente usando el estado para proteger sus intereses propios. El texto también discute cómo los cambios en las condiciones sociales, los medios de comunicación y las concepciones de la democracia han influido en esta evolución.",Katz R.S.; Mair P. (1995)_Stages of Party Development ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Lipset y Rokkan,1967,Los partidos masivos intentan segmentar al electorado en circunscripciones exclusivas y reducir el mercado de apoyo.**,Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
Panebianco,1988,"Los partidos Catch-All dedican más recursos a publicistas profesionales y expertos en medios, compitiendo por acceso a redes de comunicación no partidistas.**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"Los modelos de partidos (élite, masas, Catch-All y cartel) surgen en contextos socio-políticos específicos, pero coexisten en el tiempo sin reemplazarse totalmente.**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"Los partidos de élite compiten por privilegios basados en estatus atribuido, mientras los de masas enfatizan reforma social y capacidad representativa.**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"Los partidos Catch-All compiten por efectividad en políticas de mejora social, no por ideologías radicales.**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"Los partidos cartel priorizan gestión eficiente y autorreferencialidad, con competencia limitada y acuerdos interpartidarios para supervivencia colectiva.**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"La competencia electoral evoluciona: controlada (élite), movilización popular (masas), efectividad (Catch-All) y contenida/gerenciada (cartel).**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"Los partidos de élite dependen de contactos personales; los de masas, de membresías y suscripciones; los Catch-All diversifican financiación y profesionalizan campañas; los cartel dependen de subsidios estatales.**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"La membresía en partidos de masas implica compromiso y control interno; en Catch-All, es más simbólica (animadoras); en cartel, se atomiza (voto postal) y diluye jerarquías locales.**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"Los líderes de partidos cartel ganan autonomía al apelar directamente a miembros individuales, debilitando intermediarios locales y fomentando estratarquía (autonomía local vs. control central).**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"Ejemplos de cooperación entre partidos cartel incluyen reparto de cargos en Italia, rotación presidencial en Suiza y gerrymandering en EE.UU.**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
¨Katz R.S.; Mair P. (1995),1900,"Las campañas se profesionalizan: de trabajo intensivo (masas) a capital intensivo (Catch-All/cartel), con centralización en medios y comunicación.**",Katz R.S.; Mair P. (1995)_The Characteristics of the Cartel Party ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970385509&doi=10.1177%2f1354068895001001001&partnerID=40&md5=de772b9dac5d18cd1f339dbf9e86939b
