autores,year,description,section,source
Lucardie,1991,Grupos moderados en partidos socialdemócratas europeos fundaron partidos socialdemócratas 'puros' tras movimientos hacia la izquierda en los 1970s.,Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Lucardie,1995,"El Partido de la Derecha Natural combinó elementos de los Vedas, ciencia moderna y ecología.",Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Natuurwetpartij,1998,"El Partido de la Derecha Natural se inspiró en los Vedas, ciencia moderna y ecología.",Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Fisher,1974,Las ideologías pueden ser necesarias para reclutar miembros más que para ganar votantes.,Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Zald y McCarthy,1979,El enfoque de movilización de recursos fue adoptado para analizar movimientos sociales y políticos.,Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Lapeyronnie,1988,Los movimientos sociales y nuevos partidos movilizan recursos para influir en el sistema político.,Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Fireman y Gamson,1979,Critican los cálculos utilitaristas estrechos en el enfoque de movilización de recursos.,Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Freeman,1979,"Los recursos incluyen no solo bienes materiales, sino también habilidades, contactos y compromiso ideológico.",Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Perkins,1996,"En sistemas sin partidos consolidados, nuevos partidos surgen 'desde arriba' usando empleos gubernamentales como recurso.",Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Shefter,1994,"En ciudades estadounidenses, nuevos partidos surgieron mediante patrocinio gubernamental.",Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Kalyvas,1996,"Las iglesias establecidas apoyaron partidos católicos o protestantes, aunque estos luego se independizaron.",Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Kitschelt,1988,Los movimientos laborales dieron origen a partidos socialistas en el siglo XIX.,Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Muller-Rommel,1993,"Los nuevos movimientos sociales (ambientalistas, pacifistas) impulsaron partidos verdes o izquierda-libertaria en los 1980s.",Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Ruzza y Schmidtke,1993,Partidos como la Lega Lombarda lograron éxito electoral con recursos limitados.,Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Van Stipdonk y Van Holsteyn,1996,Partidos de personas mayores lograron éxito repentino en elecciones holandesas de 1994.,Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Voerman,1994,El Partido Socialista Holandés (SP) fracasó cinco veces antes de entrar al Parlamento en 1994.,Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
¨Lucardie P. (2000),1900,"Los fundadores de un nuevo partido político deben articular un proyecto político claro que aborde problemas percibidos como urgentes por los votantes. La percepción de estos problemas depende de supuestos ideológicos o culturales, como muestra la tipología de Thompson et al. (1990). Los problemas sociales deben traducirse en soluciones políticas, que pueden variar desde medidas pragmáticas hasta transformaciones ideológicas. Algunos partidos, llamados 'prolocutores', representan intereses específicos sin ideología explícita, pero incluso estos implican visiones sobre el rol del Estado. Los partidos 'purificadores' o 'retadores' buscan restaurar una ideología tradicional, mientras que los 'proféticos' introducen nuevas ideologías basadas en temas emergentes. Sin embargo, distinguir entre ideologías nuevas y antiguas es complejo, como muestran los casos del Partido de la Derecha Natural o los partidos de la nueva derecha. Rochon (1985) hipotetizó que los retadores tienen más éxito a corto plazo, pero Lucardie (1990, 1995) matiza esto al diferenciar entre prolocutores (sin identidad ideológica clara) y partidos proféticos. Además, la cultura política holandesa podría favorecer partidos proféticos debido a su herencia calvinista. Los nuevos partidos necesitan recursos (miembros, fondos, publicidad) para consolidarse, aunque estos no garantizan el éxito electoral. Estos recursos pueden provenir de movimientos sociales (como los partidos verdes), élites políticas o grupos marginales. Ejemplos como el Partido Socialista Holandés (SP) o la Lega Lombarda muestran que incluso partidos con recursos limitados pueden lograr éxito bajo circunstancias favorables.",Lucardie P. (2000)_A Relevant Political Project and Sufficient Mobilization of Resources,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Pedersen,1982,"Las protopartidos son organizaciones políticas que pueden evolucionar a partidos políticos, grupos de presión, clubes políticos, grupos de expertos o facciones dentro de partidos establecidos, dependiendo de los recursos y la estructura de oportunidad política del sistema.",Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Kitschelt,1988,Aplicó el concepto de estructura de oportunidad política al surgimiento de los partidos verdes.,Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Muller-Rommel,1993,Los partidos verdes tienen mejor desempeño en sistemas federales que en estados centralizados.,Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Fisher,1974,Insinuó ideas similares a la estructura de oportunidad política antes de su formalización.,Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Kriesi,1995,"Identificó cuatro aspectos de la estructura de oportunidad política: acceso formal al estado, procedimientos informales y estrategias dominantes, asociaciones de interés y configuración de poder en el sistema de partidos.",Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Lijphart,1990,"Los sistemas electorales pluralistas o de mayoría simple ofrecen pocas oportunidades a nuevos partidos, excepto para aquellos con intereses regionales específicos.",Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Shugart,1992,"Confirmó que el sistema electoral afecta las oportunidades de nuevos partidos, aunque su impacto no debe sobreestimarse.",Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Winkler,1996,Las diferencias en las estructuras de oportunidades culturales explican la variación en el resurgimiento del nacionalismo en países europeos después de 1945.,Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Voerman,1994,"El Partido Socialista holandés ingresó al Parlamento en 1994 después de que el Partido Laborista se moviera hacia el centro, alienando a votantes de izquierda.",Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Van der Steen,1995,Respaldó la idea de que cambios en partidos establecidos pueden crear espacio para nuevos partidos.,Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Lucardie,1946,La disminución de los pilares católicos y calvinistas en los Países Bajos generó oportunidades para nuevos partidos religiosos.,Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Pinard,1975,La privación económica y la debilidad de partidos de oposición establecidos explican el surgimiento del Partido de Crédito Social en Quebec.,Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Eagles y Erfle,1993,No encontraron correlación significativa entre desempleo y apoyo a terceros partidos en circunscripciones inglesas (1979-1987).,Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Van Stipdonk y Van Holsteyn,1996,El surgimiento y rápida desaparición de partidos de personas mayores en los Países Bajos en 1994 se debió a coyunturas políticas específicas.,Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
Brown,1995,Sugirió que las teorías del caos podrían ayudar a entender factores incidentales en el éxito de nuevos partidos.,Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
¨Lucardie P. (2000),1900,"La estructura de oportunidad política es clave para el surgimiento y éxito de nuevos partidos, abarcando factores como acceso institucional, cultura política, sistemas electorales, coyunturas económicas y eventos políticos. Los sistemas federales favorecen más a nuevos partidos que los centralizados. Las élites políticas pueden facilitar o reprimir nuevos partidos mediante procedimientos formales e informales. La cultura política y mediática puede marginar o apoyar a nuevos partidos según tradiciones históricas. Las divisiones sociales existentes o emergentes son explotadas por partidos proféticos o purificadores. Eventos como crisis económicas o cambios en partidos establecidos pueden crear oportunidades temporales. La teoría sobre nuevos partidos sigue en desarrollo, con factores complejos y a veces impredecibles influyendo en su éxito o fracaso.",Lucardie P. (2000)_Political Opportunity Structure ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040524557&doi=10.1177%2f1354068800006002003&partnerID=40&md5=506cf758404812a0963fad5bc6b376c8
